207	105540	Q9SMJ3	ZDS	Zeta-carotene desaturase, chloroplastic/chromoplastic
208	101382	P23940	bamHIR	Type-2 restriction enzyme BamHI
209	104570	P60842	DDX2A 	Eukaryotic initiation factor 4A-I
210	12949	P05093	CYP17 	Steroid 17-alpha-hydroxylase/17,20 lyase
211	12948	P18886	Cpt-2	Carnitine O-palmitoyltransferase 2, mitochondrial
212	108008	Q9NR22	HRMT1L3 	Protein arginine N-methyltransferase 8
213	100166	P52732	EG5 	Kinesin-like protein KIF11
214	12943	Q16572	VACHT	Vesicular acetylcholine transporter
215	108004	Q9ULD4	KIAA1286	Bromodomain and PHD finger-containing protein 3
216	18071	Q96RI0	PAR4	Proteinase-activated receptor 4
217	12947	Q00535	CDKN5	Cyclin-dependent-like kinase 5
218	12946	P11802	CDK4	Cyclin-dependent kinase 4
219	12945	P32320	CDD	Cytidine deaminase
220	12944	P23443	STK14A	Ribosomal protein S6 kinase beta-1
221	107660	Q8I2S7	3-oxoacyl-[acyl-carrier-protein] reductase	3-oxoacyl-[acyl-carrier-protein] reductase
222	107662	Q63645	Par2	Proteinase-activated receptor 2
223	107663	P0A070	spsB	Signal peptidase IB
224	107664	Q53GL7	PARP10	Poly [ADP-ribose] polymerase 10
225	107667	Q80XI6	Mlk3	Mitogen-activated protein kinase kinase kinase 11
226	101574	P03373	gag	Gag polyprotein
227	105643	Q63008	Nis	Sodium/iodide cotransporter
228	105546	Q96242	AOS	Allene oxide synthase, chloroplastic
229	12438	P10649	Gstm1	Glutathione S-transferase Mu 1
230	100945	Q12778	FKHR 	Forkhead box protein O1
231	109446	O94953	JHDM3B 	Lysine-specific demethylase 4B
232	109444	A0A060INS8	Cathepsin H	Cathepsin H
233	109443	Q868D6	sub-1	Subtilisin-like serine protease
234	105545	Q9X721	colG	Collagenase
235	11168	P30550	GRPR	Gastrin-releasing peptide receptor
236	11169	P21729	Grpr	Gastrin-releasing peptide receptor
237	103158	Q63633	Kcc2	Solute carrier family 12 member 5
238	11165	Q15125	EBP	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase
239	103154	Q5S007	PARK8	Leucine-rich repeat serine/threonine-protein kinase 2
240	103155	Q12974	PRL2 	Protein tyrosine phosphatase type IVA 2
241	11160	P51452	VHR	Dual specificity protein phosphatase 3
242	101493	P78325	MS2	Disintegrin and metalloproteinase domain-containing protein 8
243	11162	P29703	RAM2	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
244	11163	Q05193	DNM	Dynamin-1
245	109840	P17443	None	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
246	109841	Q2NNR4	Cysltr2	Cysteinyl leukotriene receptor 2
247	109846	O35235	Opgl 	Tumor necrosis factor ligand superfamily member 11
248	12877	P00921	CA2	Carbonic anhydrase 2
249	109585	Q8TE04	PANK	Pantothenate kinase 1
250	105175	P78508	KCNJ10	ATP-sensitive inward rectifier potassium channel 10
251	104275	Q96Q15	ATX 	Serine/threonine-protein kinase SMG1
252	100571	Q9NSD5	GAT2	Sodium- and chloride-dependent GABA transporter 2
253	12832	P15207	Nr3c4	Androgen receptor
254	12831	P19091	Nr3c4	Androgen receptor
255	12830	P14925	Pam	Peptidyl-glycine alpha-amidating monooxygenase
256	100574	Q9FH76	CYP707A3	Abscisic acid 8'-hydroxylase 3
257	20161	Q94715	Putative cathepsin L 3	Putative cathepsin L 3
258	100576	Q96662	Genome polyprotein	Genome polyprotein
259	100579	Q8TDS4	GPR109A 	Hydroxycarboxylic acid receptor 2
260	100578	Q8WS26	Farnesyl diphosphate synthase	Farnesyl diphosphate synthase
261	12839	P70604	Kcnn2	Small conductance calcium-activated potassium channel protein 2
262	12838	P70606	Sk1	Small conductance calcium-activated potassium channel protein 1
263	105413	Q6DE08	airk2-a	Aurora kinase B-A
264	103575	Q9JJJ7	Porc 	Protein-serine O-palmitoleoyltransferase porcupine
265	12300	Q5SWU9	Acac 	Acetyl-CoA carboxylase 1
266	105354	P97313	Xrcc7	DNA-dependent protein kinase catalytic subunit
267	103719	P11940	PAB1 	Polyadenylate-binding protein 1
268	12684	Q15120	PDHK3	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial
269	105352	Q460N5	BAL2 	Poly [ADP-ribose] polymerase 14
270	103713	P03206	Trans-activator protein BZLF1	Trans-activator protein BZLF1
271	105412	Q99028	COMT	Catechol O-methyltransferase
272	103715	P04618	rev	Protein Rev
273	103716	P05866	rev	Protein Rev
274	20123	P70597	Ptger1	Prostaglandin E2 receptor EP1 subtype
275	103970	P13798	D3F15S2 	Acylamino-acid-releasing enzyme
276	101161	P12314	FCG1 	High affinity immunoglobulin gamma Fc receptor I
277	103972	P17861	TREB5 	X-box-binding protein 1
278	101277	O14684	MGST1L1 	Prostaglandin E synthase
279	103975	P31941	APOBEC3A	DNA dC->dU-editing enzyme APOBEC-3A
280	103976	P32897	MAS6 	Mitochondrial import inner membrane translocase subunit TIM23
281	104440	Q09429	Sur 	ATP-binding cassette sub-family C member 8
282	10766	P22443	Arom 	Aromatase
283	10965	P04177	Th	Tyrosine 3-monooxygenase
284	30018	P53667	LIMK	LIM domain kinase 1
285	10480	Q00534	CDKN6	Cyclin-dependent kinase 6
286	10886	Q63449	Nr3c3	Progesterone receptor
287	101162	P12644	BMP2B 	Bone morphogenetic protein 4
288	10880	P05129	PKCG	Protein kinase C gamma type
289	10881	O88554	Adprt2 	Poly [ADP-ribose] polymerase 2
290	10963	Q9QUR6	Pep	Prolyl endopeptidase
291	11575	P41597	CMKBR2	C-C chemokine receptor type 2
292	11574	P25024	CMKAR1 	C-X-C chemokine receptor type 1
293	11573	P29474	NOS3	Nitric oxide synthase, endothelial
294	11570	P17405	ASM	Sphingomyelin phosphodiesterase
295	103574	Q9H237	MG61 	Protein-serine O-palmitoleoyltransferase porcupine
296	101276	Q91ZY2	Hrh4	Histamine H4 receptor
297	103576	Q9JLN9	Frap 	Serine/threonine-protein kinase mTOR
298	105214	Q07969	Fat	Platelet glycoprotein 4
299	11379	Q04912	PTK8 	Macrophage-stimulating protein receptor
300	10961	P37238	Nr1c3	Peroxisome proliferator-activated receptor gamma
301	103572	Q96B36	PRAS40 	Proline-rich AKT1 substrate 1
302	105464	Q8NFV4	WBSCR21	Protein ABHD11
303	102551	P00651	rntA	Guanyl-specific ribonuclease T1
304	11377	Q05921	Rns4	2-5A-dependent ribonuclease
305	101166	P13601	Aldh-pb 	Aldehyde dehydrogenase, cytosolic 1
306	103579	Q6ZVD8	KIAA0931 	PH domain leucine-rich repeat-containing protein phosphatase 2
307	102550	Q9ZB22	Endo-beta-N-acetylglucosaminidase	Endo-beta-N-acetylglucosaminidase
308	100179	P24942	Eaat1	Excitatory amino acid transporter 1
309	105211	Q8VHL0	Slc14a1	Urea transporter 1
310	105649	Q16875	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3
311	100175	P07683	Glucoamylase 1	Glucoamylase 1
312	100177	P13661	oxa1	Beta-lactamase OXA-1
313	100176	Q43077	Primary amine oxidase	Primary amine oxidase
314	100171	P08170	LOX1	Seed linoleate 13S-lipoxygenase-1
315	100170	P01024	CPAMD1	Complement C3
316	105612	P41226	UBE1L 	Ubiquitin-like modifier-activating enzyme 7
317	104382	P0A0K8	gyrB	DNA gyrase subunit B
318	104381	P9WMW7	murX	Phospho-N-acetylmuramoyl-pentapeptide-transferase
319	104386	P34884	Mif	Macrophage migration inhibitory factor
320	12713	P05024	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1
321	12711	Q9NZ42	PEN2	Gamma-secretase subunit PEN-2
322	12714	P06685	Atp1a1	Sodium/potassium-transporting ATPase subunit alpha-1
323	12715	Q07001	ACHRD	Acetylcholine receptor subunit delta
324	12718	O00141	SGK	Serine/threonine-protein kinase Sgk1
325	12719	P48974	Avpr1b	Vasopressin V1b receptor
326	104650	P53987	Mct1	Monocarboxylate transporter 1
327	101003	Q63644	Rock1	Rho-associated protein kinase 1
328	10970	Q14012	CAMK1	Calcium/calmodulin-dependent protein kinase type 1
329	10971	Q16566	CAMK 	Calcium/calmodulin-dependent protein kinase type IV
330	10972	O08562	Scn9a	Sodium channel protein type 9 subunit alpha
331	109837	P15907	SIAT1	Beta-galactoside alpha-2,6-sialyltransferase 1
332	101158	P11344	Tyr	Tyrosinase
333	101159	P11413	G6PD	Glucose-6-phosphate 1-dehydrogenase
334	10977	P10253	GAA	Lysosomal alpha-glucosidase
335	10978	P28300	LOX	Protein-lysine 6-oxidase
336	10979	P17948	FLT 	Vascular endothelial growth factor receptor 1
337	101624	P05186	ALPL	Alkaline phosphatase, tissue-nonspecific isozyme
338	104069	O15439	MRP4	Multidrug resistance-associated protein 4
339	100667	O93400	actb	Actin, cytoplasmic 1
340	101152	A5A4K8	MLNR	Motilin receptor
341	101621	P04792	HSP27 	Heat shock protein beta-1
342	11289	P97612	Faah1	Fatty-acid amide hydrolase 1
343	11288	P00748	F12	Coagulation factor XII
344	12440	Q60857	Htt 	Sodium-dependent serotonin transporter
345	100666	O95822	MLYCD	Malonyl-CoA decarboxylase, mitochondrial
346	19702	O08590	Aoc3	Membrane primary amine oxidase
347	104279	Q9Y572	RIP3	Receptor-interacting serine/threonine-protein kinase 3
348	11281	O00222	GPRC1H 	Metabotropic glutamate receptor 8
349	11280	P41594	GPRC1E 	Metabotropic glutamate receptor 5
350	11282	P09210	GST2	Glutathione S-transferase A2
351	11287	P03951	F11	Coagulation factor XI
352	10809	O95977	EDG6	Sphingosine 1-phosphate receptor 4
353	104496	Q7Z5Q5	POLN	DNA polymerase nu
354	104492	P10599	TRDX 	Thioredoxin
355	100847	P39688	Fyn	Tyrosine-protein kinase Fyn
356	104491	A0QVH7	None	1-deoxy-D-xylulose 5-phosphate reductoisomerase
357	104499	P25106	CMKOR1 	Atypical chemokine receptor 3
358	245	P16444	MDP 	Dipeptidase 1
359	100849	P70032	plx1	Serine/threonine-protein kinase PLK1
360	247	P24530	ETRB	Endothelin B receptor
361	246	P21731	TBXA2R	Thromboxane A2 receptor
362	241	P14060	3BH 	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
363	240	P13631	NR1B3	Retinoic acid receptor gamma
364	243	P15144	APN 	Aminopeptidase N
365	242	P15121	ALDR1	Aldose reductase
366	104457	Q97R46	glmU	Bifunctional protein GlmU
367	249	P25101	ETA 	Endothelin-1 receptor
368	248	P24557	CYP5 	Thromboxane-A synthase
369	100951	Q13470	TNK1	Non-receptor tyrosine-protein kinase TNK1
370	103452	O95382	ASK2 	Mitogen-activated protein kinase kinase kinase 6
371	11757	P04406	GAPD	Glyceraldehyde-3-phosphate dehydrogenase
372	11756	P28476	GABRR2	Gamma-aminobutyric acid receptor subunit rho-2
373	11755	P06241	FYN	Tyrosine-protein kinase Fyn
374	11754	Q11128	FUT5	Alpha-(1,3)-fucosyltransferase 5
375	11753	P22083	ELFT 	Alpha-(1,3)-fucosyltransferase 4
376	11752	P35916	VEGFR3	Vascular endothelial growth factor receptor 3
377	11751	Q02790	FKBP52	Peptidyl-prolyl cis-trans isomerase FKBP4
378	101244	P15445	Acidic phospholipase A2 2	Acidic phospholipase A2 2
379	12004	Q8VBU5	None	Phosphodiesterase
380	103450	Q10283	its12	3-hydroxy-3-methylglutaryl-coenzyme A reductase
381	12000	P08709	F7	Coagulation factor VII
382	11758	P43220	GLP1R	Glucagon-like peptide 1 receptor
383	100005	Q9MYX0	SLC6A4	Sodium-dependent serotonin transporter
384	11594	P31214	Srd5a2	3-oxo-5-alpha-steroid 4-dehydrogenase 2
385	100007	P08373	yijB	UDP-N-acetylenolpyruvoylglucosamine reductase
386	11596	Q9Y345	GLYT2 	Sodium- and chloride-dependent glycine transporter 2
387	100001	P19490	Glur1	Glutamate receptor 1
388	100000	Q00961	Grin2c	Glutamate receptor ionotropic, NMDA 2C
389	11593	P24008	Srd5a1	3-oxo-5-alpha-steroid 4-dehydrogenase 1
390	101532	P30536	BZRP 	Translocator protein
391	101021	P09581	Csfmr 	Macrophage colony-stimulating factor 1 receptor
392	101022	P09681	GIP	Gastric inhibitory polypeptide
393	10803	P15208	Insr	Insulin receptor
394	11599	P11708	MDH1	Malate dehydrogenase, cytoplasmic
395	11598	Q9XSW7	Phosphodiesterase	Phosphodiesterase
396	101534	P30897	blaP	Beta-lactamase
397	101027	Q15058	KIAA0042	Kinesin-like protein KIF14
398	101293	P19111	ALPI	Intestinal-type alkaline phosphatase
399	105631	Q5IB64	nanH	Neuraminidase
400	104159	P54697	myo5B	Myosin-J heavy chain
401	105633	Q86Y97	SUV420H2	Histone-lysine N-methyltransferase KMT5C
402	105635	Q15047	KIAA0067 	Histone-lysine N-methyltransferase SETDB1
403	105634	Q4FZB7	SUV420H1	Histone-lysine N-methyltransferase KMT5B
404	108264	O97972	INMT	Indolethylamine N-methyltransferase
405	102942	Q3ZAV1	Urat1	Solute carrier family 22 member 12
406	102941	O70594	Octn2	Solute carrier family 22 member 5
407	179	Q9Y271	CYSLT1	Cysteinyl leukotriene receptor 1
408	176	Q9H244	HORK3	P2Y purinoceptor 12
409	175	Q99808	ENT1	Equilibrative nucleoside transporter 1
410	174	Q92731	ESTRB 	Estrogen receptor beta
411	172	Q16881	GRIM12 	Thioredoxin reductase 1, cytoplasmic
412	170	Q14432	PDE3A	cGMP-inhibited 3',5'-cyclic phosphodiesterase A
413	102437	O15066	KIAA0359	Kinesin-like protein KIF3B
414	102435	P19621	MME	Neprilysin
415	102438	B4URF0	NA	Neuraminidase
416	102439	O60341	AOF2 	Lysine-specific histone demethylase 1A
417	105173	P46531	TAN1	Neurogenic locus notch homolog protein 1
418	10628	P31388	Htr6	5-hydroxytryptamine receptor 6
419	11622	Q13557	CAMKD	Calcium/calmodulin-dependent protein kinase type II subunit delta
420	101444	P62158	CALM 	Calmodulin
421	101445	P63000	TC25	Ras-related C3 botulinum toxin substrate 1
422	11627	P23141	CES2 	Liver carboxylesterase 1
423	10468	P0CO23	HIS3	Imidazoleglycerol-phosphate dehydratase
424	101440	P61088	BLU	Ubiquitin-conjugating enzyme E2 N
425	11624	P29466	IL1BC 	Caspase-1
426	12132	P18113	Erba2 	Thyroid hormone receptor beta
427	12133	P68403	Pkcb 	Protein kinase C beta type
428	10622	P97288	Htr4	5-hydroxytryptamine receptor 4
429	10623	Q62758	Htr4	5-hydroxytryptamine receptor 4
430	10624	P47898	HTR5A	5-hydroxytryptamine receptor 5A
431	104659	Q66HS9	None	Monocarboxylate transporter 2
432	10627	P50406	HTR6	5-hydroxytryptamine receptor 6
